SubjTrial,SubjectID,ExpNum,ItemNum,Response,TargetWord,TrialType,Syllogism,ListNum,premise1,premise2,conclusion,loadtime,digitMatch,RT,SyllogismSimple,ExpectedResponse,ResponseWasCorrect,excl.subj,excl.trial
3_34,3,Pilot-3,34,1,ponies,Valid Filler,Datisi,1,All ponies neigh,Some ponies are colts,Some colts neigh,1500,NA,9116,Datisi,1,1,0,0
3_35,3,Pilot-3,35,1,statues,Valid Filler,Datisi,1,All statues are sculptures,Some statues are bronzes,Some bronzes are sculptures,1500,NA,8493,Datisi,1,1,0,0
3_36,3,Pilot-3,36,1,widows,Valid Filler,Dimatis,1,Some mothers are widows ,All widows are women,Some women are mothers,1500,NA,8231,Dimatis,1,1,0,0
3_37,3,Pilot-3,37,0,steaks,Invalid Filler,Disamis*,1,Some steaks are filet mignons,All ribeyes are steaks,Some ribeyes are filet mignons,1500,NA,8044,Disamis,0,1,0,0
3_38,3,Pilot-3,38,1,clowns,Valid Filler,Darii,1,All clowns can juggle ,Some circus performers are clowns ,Some circus performers can juggle,1500,NA,8153,Darii,1,1,0,0
3_39,3,Pilot-3,39,0,injuries,Invalid Filler,Dimatis*,1,Some sunburns are injuries,All cases of frostbite are injuries,Some cases of frostbite are sunburns,1500,NA,8611,Dimatis,0,1,0,0
3_40,3,Pilot-3,40,0,thieves,Invalid Filler,Dimatis*,1,Some children are thieves,All mob bosses are thieves,Some mob bosses are children,1500,NA,7645,Dimatis,0,1,0,0
3_41,3,Pilot-3,41,0,tracks,Homonymy,Darii,1,All tracks are prints left by animals,Some race courses are tracks ,Some race courses are prints left by animals,1500,NA,8080,Darii,0,1,0,0
3_42,3,Pilot-3,42,0,stones,Invalid Filler,Datisi*,1,All pebbles are stones,Some stones are boulders,Some boulders are pebbles,1500,NA,8570,Datisi,0,1,0,0
3_43,3,Pilot-3,43,0,columns,Homonymy,Datisi,1,All columns are architectural,Some columns are gossip articles,Some gossip articles are architectural,1500,NA,8237,Datisi,0,1,0,0
3_44,3,Pilot-3,44,0,movements,Homonymy,Barbara,1,All movements aim for social change,All reflexes are movements,All reflexes aim for social change,1500,NA,8356,Barbara,0,1,0,0
3_45,3,Pilot-3,45,0,organs,Invalid Filler,Barbara*,1,All hearts are organs ,All lungs are organs ,All lungs are hearts,1500,NA,8151,Barbara,0,1,0,0
3_46,3,Pilot-3,46,0,actors,Invalid Filler,Datisi*,1,All male leads are actors,Some actors are women,Some women are male leads,1500,NA,8346,Datisi,0,1,0,0
3_47,3,Pilot-3,47,1,magazines,Polysemy,Darii,1,All magazines are flammable,Some subscriptions are magazines,Some subscriptions are flammable,1500,NA,8349,Darii,0,0,0,0
3_48,3,Pilot-3,48,1,liars,Valid Filler,Dimatis,1,Some criminals are liars ,All liars are humans,Some humans are criminals ,1500,NA,8023,Dimatis,1,1,0,0
3_49,3,Pilot-3,49,1,classes,Polysemy,Disamis,1,Some classes are an hour long,All classes are groups of students,Some groups of students are an hour long,1500,NA,8598,Disamis,0,0,0,0
3_50,3,Pilot-3,50,1,negotiations,Valid Filler,Barbara,1,All negotiations aim to reach agreement  ,All union bargainings are negotiations ,All union bargainings aim to reach agreement,1500,NA,8048,Barbara,1,1,0,0
3_51,3,Pilot-3,51,0,antiques,Invalid Filler,Darii*,1,All medieval manuscripts are antiques ,Some pieces of jewelry are antiques ,Some pieces of jewelry are medieval manuscripts,1500,NA,8268,Darii,0,1,0,0
3_52,3,Pilot-3,52,1,books,Polysemy,Dimatis,1,Some doorstops are books,All books are intellectual property,Some intellectual property is a doorstop,1500,NA,8194,Dimatis,0,0,0,0
3_53,3,Pilot-3,53,0,dances,Invalid Filler,Darii*,1,All polkas are dances ,Some mating rituals are dances ,Some mating rituals are polkas ,1500,NA,8534,Darii,0,1,0,0
3_54,3,Pilot-3,54,0,shapes,Invalid Filler,Disamis*,1,Some shapes are triangles,All squares are shapes,Some squares are triangles,1500,NA,8773,Disamis,0,1,0,0
3_55,3,Pilot-3,55,1,sausages,Invalid Filler,Datisi*,1,All hot dogs are sausages,Some sausages are salamis,Some hot dogs are salamis,1500,NA,8345,Datisi,0,0,0,0
3_56,3,Pilot-3,56,0,funerals,Invalid Filler,Datisi*,1,All open-casket services are funerals,Some funerals are cremations,Some cremations are open-casket services,1500,NA,8070,Datisi,0,1,0,0
3_57,3,Pilot-3,57,1,singers,Valid Filler,Darii,1,All singers have an ideal vocal range ,Some guitarists are singers,Some guitarists have an ideal vocal range,1500,NA,8145,Darii,1,1,0,0
3_58,3,Pilot-3,58,0,mothers,Invalid Filler,Darii*,1,All grandmothers are mothers ,Some teens are mothers,Some grandmothers are teens,1500,NA,8207,Darii,0,1,0,0
3_59,3,Pilot-3,59,0,clocks,Invalid Filler,Barbara*,1,All watches are clocks ,All sundials are clocks ,All watches are sundials ,1500,NA,7891,Barbara,0,1,0,0
3_60,3,Pilot-3,60,0,drivers,Invalid Filler,Barbara*,1,All long-haul truckers are drivers,All chauffeurs are drivers,All chauffeurs are long-haul truckers ,1500,NA,8388,Barbara,0,1,0,0
4_1,4,Pilot-3,1,1,mugs,Valid Filler,Datisi,1,All mugs are cups ,Some mugs are ceramics,Some ceramics are cups ,1500,NA,9899,Datisi,1,1,0,0
4_2,4,Pilot-3,2,1,burgers,Valid Filler,Disamis,1,Some burgers are overcooked ,All burgers are sandwiches,Some sandwiches are overcooked ,1500,NA,10452,Disamis,1,1,0,0
4_3,4,Pilot-3,3,1,dresses,Invalid Filler,Darii*,1,All ball gowns are dresses ,Some cocktail outfits are dresses,Some cocktail outfits are ball gowns,1500,NA,20209,Darii,0,0,0,0
4_4,4,Pilot-3,4,1,trucks,Valid Filler,Dimatis,1,Some cars are trucks ,All trucks are vehicles,Some vehicles are cars ,1500,NA,16832,Dimatis,1,1,0,0
4_5,4,Pilot-3,5,1,poets,Valid Filler,Datisi,1,All poets are writers ,Some poets are teachers,Some teachers are writers,1500,NA,14271,Datisi,1,1,0,0
4_6,4,Pilot-3,6,1,doughnuts,Valid Filler,Darii,1,All doughnuts are sugary ,Some pastries are doughnuts ,Some pastries are sugary,1500,NA,14168,Darii,1,1,0,0
4_7,4,Pilot-3,7,1,dolls,Valid Filler,Darii,1,All dolls are man made,Some toys are dolls ,Some toys are man made,1500,NA,16775,Darii,1,1,0,0
4_8,4,Pilot-3,8,0,arms,Homonymy,Disamis,1,Some arms are high caliber,All arms have elbows,Some elbows are high caliber,1500,NA,16154,Disamis,0,1,0,0
4_9,4,Pilot-3,9,0,toilets,Invalid Filler,Disamis*,1,Some toilets are coed,All urinals are toilets,Some urinals are coed,1500,NA,30990,Disamis,0,1,0,0
4_10,4,Pilot-3,10,0,dinners,Polysemy,Barbara,1,All dinners are after lunch,All Thanksgiving turkeys are dinners,All Thanksgiving turkeys are after lunch,1500,NA,22407,Barbara,0,1,0,0
4_11,4,Pilot-3,11,1,rifles,Valid Filler,Disamis,1,Some rifles are for hunting,All rifles are guns ,Some guns are for hunting,1500,NA,12947,Disamis,1,1,0,0
4_12,4,Pilot-3,12,0,chickens,Polysemy,Datisi,1,All chickens lay eggs,Some chickens are roasts,Some roasts lay eggs,1500,NA,27648,Datisi,0,1,0,0
4_13,4,Pilot-3,13,0,boards,Homonymy,Dimatis,1,Some committees are boards,All boards are rectangles,Some rectangles are committees,1500,NA,16042,Dimatis,0,1,0,0
4_14,4,Pilot-3,14,1,foundations,Homonymy,Dimatis,1,Some concrete slabs are foundations,All foundations are non-profits,Some non-profits are concrete slabs,1500,NA,15922,Dimatis,0,0,0,0
4_15,4,Pilot-3,15,0,panels,Homonymy,Datisi,1,All panels have judges,Some panels are electronics,Some electronics have judges,1500,NA,13233,Datisi,0,1,0,0
4_16,4,Pilot-3,16,0,oil,Polysemy,Datisi,1,All oil is extracted from the earth,Some oil is saturated fat,Some saturated fat is extracted from the earth,1500,NA,17647,Datisi,0,1,0,0
4_17,4,Pilot-3,17,0,dreams,Polysemy,Barbara,1,All dreams are goals,All nightmares are dreams,All nightmares are goals,1500,NA,13375,Barbara,0,1,0,0
4_18,4,Pilot-3,18,1,whales,Valid Filler,Barbara,1,All whales are mammals ,All orcas are whales ,All orcas are mammals,1500,NA,12123,Barbara,1,1,0,0
4_19,4,Pilot-3,19,0,spices,Invalid Filler,Dimatis*,1,Some dried roots are spices ,All mustard seeds are spices ,Some mustard seeds are dried roots,1500,NA,14132,Dimatis,0,1,0,0
4_20,4,Pilot-3,20,0,lunches,Polysemy,Darii,1,All lunches are less than three hours long,Some sandwiches are lunches,Some sandwiches are less than three hours long,1500,NA,13248,Darii,0,1,0,0
4_21,4,Pilot-3,21,0,admissions,Homonymy,Barbara,1,All guilty pleas are admissions,All admissions are ticketed,All guilty pleas are ticketed,1500,NA,14449,Barbara,0,1,0,0
4_22,4,Pilot-3,22,1,suitcases,Valid Filler,Dimatis,1,Some bags are suitcases,All suitcases are pieces of luggage,Some pieces of luggage are bags,1500,NA,11215,Dimatis,1,1,0,0
4_23,4,Pilot-3,23,1,peppers,Invalid Filler,Dimatis*,1,Some yellow vegetables are peppers ,All jalapenos are peppers,Some jalapenos are yellow vegetables,1500,NA,17557,Dimatis,0,0,0,0
4_24,4,Pilot-3,24,1,colors,Invalid Filler,Disamis*,1,Some colors are primary ,All shades of purple are colors ,Some shades of purple are primary,1500,NA,18039,Disamis,0,0,0,0
4_25,4,Pilot-3,25,0,examinations,Polysemy,Disamis,1,Some examinations are life saving,All examinations are graded assignments,Some graded assignments are life saving,1500,NA,16576,Disamis,0,1,0,0
4_26,4,Pilot-3,26,0,tapes,Homonymy,Darii,1,All tapes are recordings,Some adhesives are tapes,Some adhesives are recordings,1500,NA,16929,Darii,0,1,0,0
4_27,4,Pilot-3,27,1,dinosaurs,Valid Filler,Barbara,1,All dinosaurs were reptiles,All pterodactyls are dinosaurs,All pterodactyls were reptiles ,1500,NA,18807,Barbara,1,1,0,0
4_28,4,Pilot-3,28,1,phones,Valid Filler,Barbara,1,All phones can make calls ,All iPhones are phones ,All iPhones can make calls ,1500,NA,12639,Barbara,1,1,0,0
4_29,4,Pilot-3,29,0,newspapers,Polysemy,Dimatis,1,Some recyclables are newspapers,All newspapers employ reporters,Some recyclables employ reporters,1500,NA,11974,Dimatis,0,1,0,0
4_30,4,Pilot-3,30,0,buildings,Invalid Filler,Barbara*,1,All hotels are buildings ,All hospitals are buildings ,All hospitals are hotels ,1500,NA,15593,Barbara,0,1,0,0
4_31,4,Pilot-3,31,0,dates,Homonymy,Disamis,1,Some dates are prime numbers,All dates are opportunities for romance,Some opportunities for romance are prime numbers,1500,NA,21948,Disamis,0,1,0,0
4_32,4,Pilot-3,32,1,grapes,Valid Filler,Disamis,1,Some grapes are red ,All grapes are fruits ,Some fruits are red ,1500,NA,14429,Disamis,1,1,0,0
4_33,4,Pilot-3,33,1,swords,Valid Filler,Disamis,1,Some swords are decorative,All swords are weapons ,Some weapons are decorative ,1500,NA,11817,Disamis,1,1,0,0
4_34,4,Pilot-3,34,1,ponies,Valid Filler,Datisi,1,All ponies neigh,Some ponies are colts,Some colts neigh,1500,NA,16756,Datisi,1,1,0,0
4_35,4,Pilot-3,35,1,statues,Valid Filler,Datisi,1,All statues are sculptures,Some statues are bronzes,Some bronzes are sculptures,1500,NA,14574,Datisi,1,1,0,0
4_36,4,Pilot-3,36,1,widows,Valid Filler,Dimatis,1,Some mothers are widows ,All widows are women,Some women are mothers,1500,NA,10015,Dimatis,1,1,0,0
4_37,4,Pilot-3,37,1,steaks,Invalid Filler,Disamis*,1,Some steaks are filet mignons,All ribeyes are steaks,Some ribeyes are filet mignons,1500,NA,25181,Disamis,0,0,0,0
4_38,4,Pilot-3,38,1,clowns,Valid Filler,Darii,1,All clowns can juggle ,Some circus performers are clowns ,Some circus performers can juggle,1500,NA,10590,Darii,1,1,0,0
4_39,4,Pilot-3,39,0,injuries,Invalid Filler,Dimatis*,1,Some sunburns are injuries,All cases of frostbite are injuries,Some cases of frostbite are sunburns,1500,NA,11908,Dimatis,0,1,0,0
4_40,4,Pilot-3,40,0,thieves,Invalid Filler,Dimatis*,1,Some children are thieves,All mob bosses are thieves,Some mob bosses are children,1500,NA,11865,Dimatis,0,1,0,0
4_41,4,Pilot-3,41,0,tracks,Homonymy,Darii,1,All tracks are prints left by animals,Some race courses are tracks ,Some race courses are prints left by animals,1500,NA,13602,Darii,0,1,0,0
4_42,4,Pilot-3,42,0,stones,Invalid Filler,Datisi*,1,All pebbles are stones,Some stones are boulders,Some boulders are pebbles,1500,NA,15924,Datisi,0,1,0,0
4_43,4,Pilot-3,43,0,columns,Homonymy,Datisi,1,All columns are architectural,Some columns are gossip articles,Some gossip articles are architectural,1500,NA,12065,Datisi,0,1,0,0
4_44,4,Pilot-3,44,1,movements,Homonymy,Barbara,1,All movements aim for social change,All reflexes are movements,All reflexes aim for social change,1500,NA,23864,Barbara,0,0,0,0
4_45,4,Pilot-3,45,0,organs,Invalid Filler,Barbara*,1,All hearts are organs ,All lungs are organs ,All lungs are hearts,1500,NA,15168,Barbara,0,1,0,0
4_46,4,Pilot-3,46,1,actors,Invalid Filler,Datisi*,1,All male leads are actors,Some actors are women,Some women are male leads,1500,NA,27586,Datisi,0,0,0,0
4_47,4,Pilot-3,47,1,magazines,Polysemy,Darii,1,All magazines are flammable,Some subscriptions are magazines,Some subscriptions are flammable,1500,NA,22085,Darii,0,0,0,0
4_48,4,Pilot-3,48,1,liars,Valid Filler,Dimatis,1,Some criminals are liars ,All liars are humans,Some humans are criminals ,1500,NA,12497,Dimatis,1,1,0,0
4_49,4,Pilot-3,49,0,classes,Polysemy,Disamis,1,Some classes are an hour long,All classes are groups of students,Some groups of students are an hour long,1500,NA,27282,Disamis,0,1,0,0
4_50,4,Pilot-3,50,1,negotiations,Valid Filler,Barbara,1,All negotiations aim to reach agreement  ,All union bargainings are negotiations ,All union bargainings aim to reach agreement,1500,NA,12225,Barbara,1,1,0,0
4_51,4,Pilot-3,51,0,antiques,Invalid Filler,Darii*,1,All medieval manuscripts are antiques ,Some pieces of jewelry are antiques ,Some pieces of jewelry are medieval manuscripts,1500,NA,13629,Darii,0,1,0,0
4_52,4,Pilot-3,52,1,books,Polysemy,Dimatis,1,Some doorstops are books,All books are intellectual property,Some intellectual property is a doorstop,1500,NA,11061,Dimatis,0,0,0,0
4_53,4,Pilot-3,53,0,dances,Invalid Filler,Darii*,1,All polkas are dances ,Some mating rituals are dances ,Some mating rituals are polkas ,1500,NA,22431,Darii,0,1,0,0
4_54,4,Pilot-3,54,0,shapes,Invalid Filler,Disamis*,1,Some shapes are triangles,All squares are shapes,Some squares are triangles,1500,NA,14225,Disamis,0,1,0,0
4_55,4,Pilot-3,55,0,sausages,Invalid Filler,Datisi*,1,All hot dogs are sausages,Some sausages are salamis,Some hot dogs are salamis,1500,NA,14305,Datisi,0,1,0,0
4_56,4,Pilot-3,56,0,funerals,Invalid Filler,Datisi*,1,All open-casket services are funerals,Some funerals are cremations,Some cremations are open-casket services,1500,NA,15616,Datisi,0,1,0,0
4_57,4,Pilot-3,57,1,singers,Valid Filler,Darii,1,All singers have an ideal vocal range ,Some guitarists are singers,Some guitarists have an ideal vocal range,1500,NA,10739,Darii,1,1,0,0
4_58,4,Pilot-3,58,0,mothers,Invalid Filler,Darii*,1,All grandmothers are mothers ,Some teens are mothers,Some grandmothers are teens,1500,NA,15875,Darii,0,1,0,0
4_59,4,Pilot-3,59,0,clocks,Invalid Filler,Barbara*,1,All watches are clocks ,All sundials are clocks ,All watches are sundials ,1500,NA,10849,Barbara,0,1,0,0
4_60,4,Pilot-3,60,0,drivers,Invalid Filler,Barbara*,1,All long-haul truckers are drivers,All chauffeurs are drivers,All chauffeurs are long-haul truckers ,1500,NA,10015,Barbara,0,1,0,0
5_1,5,Pilot-3,1,1,mugs,Valid Filler,Datisi,1,All mugs are cups ,Some mugs are ceramics,Some ceramics are cups ,1500,NA,11298,Datisi,1,1,0,0
5_2,5,Pilot-3,2,1,burgers,Valid Filler,Disamis,1,Some burgers are overcooked ,All burgers are sandwiches,Some sandwiches are overcooked ,1500,NA,9073,Disamis,1,1,0,0
5_3,5,Pilot-3,3,0,dresses,Invalid Filler,Darii*,1,All ball gowns are dresses ,Some cocktail outfits are dresses,Some cocktail outfits are ball gowns,1500,NA,11035,Darii,0,1,0,0
5_4,5,Pilot-3,4,1,trucks,Valid Filler,Dimatis,1,Some cars are trucks ,All trucks are vehicles,Some vehicles are cars ,1500,NA,8721,Dimatis,1,1,0,0
5_5,5,Pilot-3,5,1,poets,Valid Filler,Datisi,1,All poets are writers ,Some poets are teachers,Some teachers are writers,1500,NA,9149,Datisi,1,1,0,0
5_6,5,Pilot-3,6,1,doughnuts,Valid Filler,Darii,1,All doughnuts are sugary ,Some pastries are doughnuts ,Some pastries are sugary,1500,NA,10652,Darii,1,1,0,0
5_7,5,Pilot-3,7,1,dolls,Valid Filler,Darii,1,All dolls are man made,Some toys are dolls ,Some toys are man made,1500,NA,9294,Darii,1,1,0,0
5_8,5,Pilot-3,8,1,arms,Homonymy,Disamis,1,Some arms are high caliber,All arms have elbows,Some elbows are high caliber,1500,NA,8906,Disamis,0,0,0,0
5_9,5,Pilot-3,9,1,toilets,Invalid Filler,Disamis*,1,Some toilets are coed,All urinals are toilets,Some urinals are coed,1500,NA,9101,Disamis,0,0,0,0
5_10,5,Pilot-3,10,1,dinners,Polysemy,Barbara,1,All dinners are after lunch,All Thanksgiving turkeys are dinners,All Thanksgiving turkeys are after lunch,1500,NA,12384,Barbara,0,0,0,0
5_11,5,Pilot-3,11,1,rifles,Valid Filler,Disamis,1,Some rifles are for hunting,All rifles are guns ,Some guns are for hunting,1500,NA,8913,Disamis,1,1,0,0
5_12,5,Pilot-3,12,0,chickens,Polysemy,Datisi,1,All chickens lay eggs,Some chickens are roasts,Some roasts lay eggs,1500,NA,13631,Datisi,0,1,0,0
5_13,5,Pilot-3,13,0,boards,Homonymy,Dimatis,1,Some committees are boards,All boards are rectangles,Some rectangles are committees,1500,NA,9466,Dimatis,0,1,0,0
5_14,5,Pilot-3,14,0,foundations,Homonymy,Dimatis,1,Some concrete slabs are foundations,All foundations are non-profits,Some non-profits are concrete slabs,1500,NA,12574,Dimatis,0,1,0,0
5_15,5,Pilot-3,15,0,panels,Homonymy,Datisi,1,All panels have judges,Some panels are electronics,Some electronics have judges,1500,NA,31716,Datisi,0,1,0,0
5_16,5,Pilot-3,16,1,oil,Polysemy,Datisi,1,All oil is extracted from the earth,Some oil is saturated fat,Some saturated fat is extracted from the earth,1500,NA,9188,Datisi,0,0,0,0
5_17,5,Pilot-3,17,0,dreams,Polysemy,Barbara,1,All dreams are goals,All nightmares are dreams,All nightmares are goals,1500,NA,9512,Barbara,0,1,0,0
5_18,5,Pilot-3,18,1,whales,Valid Filler,Barbara,1,All whales are mammals ,All orcas are whales ,All orcas are mammals,1500,NA,10650,Barbara,1,1,0,0
5_19,5,Pilot-3,19,0,spices,Invalid Filler,Dimatis*,1,Some dried roots are spices ,All mustard seeds are spices ,Some mustard seeds are dried roots,1500,NA,9809,Dimatis,0,1,0,0
5_20,5,Pilot-3,20,1,lunches,Polysemy,Darii,1,All lunches are less than three hours long,Some sandwiches are lunches,Some sandwiches are less than three hours long,1500,NA,8927,Darii,0,0,0,0
5_21,5,Pilot-3,21,1,admissions,Homonymy,Barbara,1,All guilty pleas are admissions,All admissions are ticketed,All guilty pleas are ticketed,1500,NA,10160,Barbara,0,0,0,0
5_22,5,Pilot-3,22,1,suitcases,Valid Filler,Dimatis,1,Some bags are suitcases,All suitcases are pieces of luggage,Some pieces of luggage are bags,1500,NA,10590,Dimatis,1,1,0,0
5_23,5,Pilot-3,23,1,peppers,Invalid Filler,Dimatis*,1,Some yellow vegetables are peppers ,All jalapenos are peppers,Some jalapenos are yellow vegetables,1500,NA,9633,Dimatis,0,0,0,0
5_24,5,Pilot-3,24,0,colors,Invalid Filler,Disamis*,1,Some colors are primary ,All shades of purple are colors ,Some shades of purple are primary,1500,NA,37207,Disamis,0,1,0,0
5_25,5,Pilot-3,25,0,examinations,Polysemy,Disamis,1,Some examinations are life saving,All examinations are graded assignments,Some graded assignments are life saving,1500,NA,9371,Disamis,0,1,0,0
5_26,5,Pilot-3,26,0,tapes,Homonymy,Darii,1,All tapes are recordings,Some adhesives are tapes,Some adhesives are recordings,1500,NA,8981,Darii,0,1,0,0
5_27,5,Pilot-3,27,0,dinosaurs,Valid Filler,Barbara,1,All dinosaurs were reptiles,All pterodactyls are dinosaurs,All pterodactyls were reptiles ,1500,NA,10844,Barbara,1,0,0,0
5_28,5,Pilot-3,28,1,phones,Valid Filler,Barbara,1,All phones can make calls ,All iPhones are phones ,All iPhones can make calls ,1500,NA,9302,Barbara,1,1,0,0
5_29,5,Pilot-3,29,0,newspapers,Polysemy,Dimatis,1,Some recyclables are newspapers,All newspapers employ reporters,Some recyclables employ reporters,1500,NA,10744,Dimatis,0,1,0,0
5_30,5,Pilot-3,30,0,buildings,Invalid Filler,Barbara*,1,All hotels are buildings ,All hospitals are buildings ,All hospitals are hotels ,1500,NA,9057,Barbara,0,1,0,0
5_31,5,Pilot-3,31,0,dates,Homonymy,Disamis,1,Some dates are prime numbers,All dates are opportunities for romance,Some opportunities for romance are prime numbers,1500,NA,8820,Disamis,0,1,0,0
